Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
Tom Hanks,64.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/03/1156033-tom-hanks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"California State University, Sacramento",350,Graduate,Tom,male
Michael Douglas,76.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Michael_Douglas_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of California, Choate Preparatory School",300,Graduate,Michael,male
Arnold Schwarzenegger,73.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/arnold-schwarzenegger.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of Wisconsin–Superior, Santa Monica College",300,Graduate,Arnold,male
Robert Downey Jr.,56.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/04/Robert-Downey-Jr..jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Santa Monica High School,300,high school,Robert,male
Patrick Wilson,47.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/Patrick-Wilson_005_wenn5527867.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Carnegie Mellon University,275,Graduate,Patrick,male
Scott Speedman,45.0,Canada,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/ss12.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"York University, University of Toronto, Earl Haig Secondary School, Neighborhood Playhouse",245,Graduate,Scott,male
Leonardo DiCaprio,46.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/07/leonardo-dicaprio1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Los Angeles Center for Enriched Studies,245,Graduate,Leonardo,male
Brad Pitt,57.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Brad_Pitt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Missouri, Kickapoo High School",240,Graduate,Brad,male
Salman Khan,55.0,,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Salman-Khan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,," St. Stanislaus High School, The Scindia School, Gwalior",230,high school,Salman,male
Harrison Ford,78.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/harrison-ford-4-g.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Ripon College, Wisconsin",230,Graduate,Harrison,male
Michael Shanks,50.0,Canada,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/ms1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of British Columbia,215,Graduate,Michael,male
Peter Stormare,67.0,,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/09/tumblr_kth41twGO11qa6llk.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,215,,Peter,male
Gerard Depardieu,72.0,France,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/photo1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Ecole Polytechnique (Bachelor of Arts & Science),200,,Gerard,male
Karan Johar,48.0,India,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/KJO_Manish_M_Bday_bash.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"H.R. College of Commerce and Economics, Greenlawns High School",200,Graduate,Karan,female
Samuel L. Jackson,72.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Samuel-L.-Jackson11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Morehouse College,200,Graduate,Samuel,male
Vin Diesel,53.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/Vin-Diesel.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Hunter College,200,Graduate,Vin,male
Johnny Depp,57.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/06/johnny-depp1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Loft Studio Los Angeles ,200,Graduate,Johnny,male
Denzel Washington,66.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Denzel-Washington1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married, B.A. Drama & Journalism (Fordham University),190,Graduate,Denzel,male
Jorge Garcia,47.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/09/Garcia.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"San Clemente High School, University of California, Los Angeles",185,Graduate,Jorge,male
Bruce Willis,66.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/celebrities-bruce-willis-wallpapers-1200x1600px-bruce-willis-hd-celebrities-photo-bruce-willis-hd-wallpaper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Penns Grove High School, Montclair State University",180,Graduate,Bruce,male
Mike Myers,57.0,Canada,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Mike-Myers.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married, Stephen Leacock Collegiate Institute,175,Graduate,Mike,male
Robert Redford,83.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Robert-Redford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Van Nuys High School, University of Colorado, Pratt Institute, American Academy of Dramatic Arts",170,Graduate,Robert,male
John Travolta,65.0,,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/05/John-Travolta.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Dwight Morrow High School,160,high school,John,male
Anthony Hopkins,83.0,United kingdom,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Anthony-Hopkins.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Royal Welsh College of Music & Drama, Royal Academy of Dramatic Art",160,Graduate,Anthony,male
Jim Carrey,59.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Jim-Carrey.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Agincourt Collegiate Institute, Northview Heights Secondary School",150,Graduate,Jim,male
Morgan Freeman,83.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/06/morgan-freeman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Jackson State University,150,Graduate,Morgan,male
Sean Penn,60.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/06/Sean-Penn.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Santa Monica High School,150,high school,Sean,male
Robert De Niro,76.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/03/robert-deniro.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Stella Adler Studio of Acting,150,Graduate,Robert,male
Al Pacino,80.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/al-pacino1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,Syracuse University,145,,Al,male
John Slattery,58.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/js1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The Catholic University of America, St. Sebastian's School",145,Graduate,John,male
Saif Ali Khan,50.0,India,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Saif-Ali-Khan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Winchester College,140,Graduate,Saif,male
Ashton Kutcher,43.0,,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/03/Ashton-Kutcher-David-Shankbone-2010-NYC1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Iowa,140,Graduate,Ashton,female
Sacha Baron Cohen,48.0,United kingdom,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Sasha-Baron-Cohen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cambridge University,130,Graduate,Sacha,female
Chris Hemsworth,37.0,Australia,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/04/Chris-Hemsworth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Heathmont College,130,Graduate,Chris,male
Rowan Atkinson,66.0,United kingdom,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/04/Rowan-Atkinson-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"The Queen's College, Oxford, St. Bees School, Chorister School, Durham, Newcastle University",150,Graduate,Rowan,male
Charlie Sheen,55.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/04/charlie-sheen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Santa Monica High School,125,high school,Charlie,male
Kelsey Grammer,66.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/08/kelsey_grammer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,120,,Kelsey,female
Sean Connery,53.0,United kingdom,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Sean_Connery_1999.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,350,Graduate,Sean,male
Ben Stiller,55.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/06/ben-stiller-actor.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Dropout (University of California, Los Angeles)",120,Graduate,Ben,male
Martin Lawrence,55.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/06/martin_lawrence.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Friendly High School, (Fort Washington, Maryland)",110,high school,Martin,male
Steve Martin,75.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/steve-martin-40971.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Garden Grove High School,110,high school,Steve,male
David Hasselhoff,68.0,,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/David-Hasselhoff.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Bates College, Oakland University, California Institute of the Arts",110,Graduate,David,male
Daniel Radcliffe,31.0,United kingdom,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/03/daniel_radcliffe.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"City of London School, Sussex House School",110,Graduate,Daniel,male
Andy Lau,59.0,,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/28-andy-lau.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Band One Secondary School, Ho Lap College",105,Graduate,Andy,male
Richard Gere,70.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Richard-Gere.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Massachusetts Amherst ,100,Graduate,Richard,male
Bob Saget,63.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Bob-Saget.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Temple University,100,Graduate,Bob,male
Andrew Shue,53.0,,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Andrew-Shue.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,100,,Andrew,male
Bradley Cooper,46.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/Bradley-Cooper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Villanova University, Germantown Academy and Georgetown University",100,Graduate,Bradley,male
William Shatner,90.0,Canada,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/William_Shatner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McGill University,100,Graduate,William,male
Hugh Jackman,52.0,Australia,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/04/Hugh-Jackman-Photos.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Technology,100,Graduate,Hugh,male
Robert Pattinson,34.0,United kingdom,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Robert-Pattinson1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,The Harrodian School,100,Graduate,Robert,male
Kamal Haasan,66.0,India,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Kamal-Haasan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"BEc/Hansraj College, Jamia Millia Islamia",100,,Kamal,male
Alexander Ludwig,28.0,Canada,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/09/alexander_ludwig.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,97,,Alexander,male
Jared Leto,48.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/01/Jared-Leto.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"University of the Arts, School of Visual Arts-New York",90,Graduate,Jared,male
Mark Harmon,68.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/harmon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Los Angeles Pierce College,  University of California, Los Angeles",90,Graduate,Mark,male
Tommy Lee Jones,74.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/01/Tommy-Lee-Jones.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Harvard University, St. Mark's School of Texas, Robert E. Lee High School, Harvard College",85,Graduate,Tommy,male
Eddie Murphy,60.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/eddie-murphy2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,in a relationship,"Nassau Community College, Roosevelt High School",85,Graduate,Eddie,male
Karl Urban,48.0,New zealand,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Karl-Urban.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Victoria University of Wellington,80,Graduate,Karl,male
Tim Allen,67.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Tim-Allen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Seaholm High School, Central Michigan University, Western Michigan University",80,Graduate,Tim,male
Channing Tatum,40.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/Channing-Tatum.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Glenville State College, Gaither High School,  Tampa Catholic High School",80,Graduate,Channing,male
Kevin James,55.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Kevin-James.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"State University of New York at Cortland, Ward Melville High School",80,Graduate,Kevin,male
Shashi Kapoor,83.0,India,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/sk12.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"BEc/Hansraj College, Jamia Millia Islamia",80,,Shashi,female
Hugh Grant,60.0,United kingdom,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/hugh_grant.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"New College, Oxford, Latymer Upper School, Wetherby School",80,Graduate,Hugh,male
Matthew McConaughey,51.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Matthew_Mcconaughey_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,B.S. from  University of Texas at Austin,77,Graduate,Matthew,male
Nick Nolte,80.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/nick_nolte_01.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Arizona State University,75,Graduate,Nick,male
Tobey Maguire,45.0,,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/Tobey-Maguire.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,75,,Tobey,others
Matt Damon,50.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/Matt-Damon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,75,,Matt,male
Michael Caine,88.0,United kingdom,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/Michael-Caine1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Wilson's Grammar School ,75,Graduate,Michael,male
Liam Neeson,68.0,United kingdom,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/03/liam-neeson-01.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Queens University,75,Graduate,Liam,male
Edward Norton,51.0,United states,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/Edward-Norton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Yale University, Wilde Lake High School",70,Graduate,Edward,male
Jean Reno,71.0,France,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/936full-jean-reno.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cours Simon,70,Graduate,Jean,male
Dharmendra,85.0,India,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/04/Dharmendra.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ramgarhia College,70,Graduate,Dharmendra,others
Warren Beatty,82.0,United states,actors,https://static0.therichestimages.com/wordpress/wp-content/uploads/Warren-Bety.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northwestern University, Washington-Lee High School",70,Graduate,Warren,male
Chuck Norris,79.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Chuck-Norris1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,70,,Chuck,male
Jeff Bridges,70.0,United states,actors,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jeff-Bridges.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Hebert Berghof Studio, University High School",70,Graduate,Jeff,male
Chris Evans,38.0,United states,actors,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Chris-Evans.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Lee Strasberg Theatre and Film Institute,70,Graduate,Chris,male
Danny DeVito,76.0,,actors,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/DannyDeVito.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Oratory Preparatory School, American Academy of Dramatic Arts,",70,Graduate,Danny,male
